---------------------------...
DATE: 2015-04-13
L_MIN: 30
L_MAX: 2508
FILENAME: COM_PowerSpect_CMB_R2.01.fits
PROCVER: DX11d
+-------+------------+-----------+
| ELL   | D_ELL      | ERR       |
| 2194  | 123.999    | 50.755    |
| 2195  | 158.815    | 50.86     |
| 2196  | 173.68     | 50.965    |
| 2197  | 103.842    | 51.07     |
| 2198  | 113.279    | 51.177    |
| 2199  | 163.88     | 51.283    |
| 2200  | 188.383    | 51.39     |
| 2201  | 63.551     | 51.498    |
| 2202  | 176.853    | 51.606    |
| 2203  | 193.448    | 51.715    |
| 2204  | 32.022     | 51.824    |
| 2205  | 134.346    | 51.933    |
| 2206  | 216.656    | 52.044    |
| 2207  | 240.893    | 52.154    |
| 2208  | 132.151    | 52.266    |
| 2209  | 192.176    | 52.378    |
| 2210  | 102.18     | 52.49     |
| 2211  | 129.91     | 52.603    |
| 2212  | 111.026    | 52.716    |
| 2213  | 114.96     | 52.83     |
| 2214  | 158.426    | 52.945    |
| 2215  | 145.552    | 53.06     |
| 2216  | 115.956    | 53.176    |
| 2217  | 144.446    | 53.292    |
| 2218  | 170.431    | 53.408    |
| 2219  | 129.11     | 53.526    |
| 2220  | 148.231    | 53.644    |
| 2221  | 175.829    | 53.762    |
| 2222  | 160.563    | 53.881    |
| 2223  | 118.017    | 54.0      |
| 2224  | 151.997    | 54.12     |
| 2225  | 37.836     | 54.241    |
| 2226  | 100.384    | 54.362    |
| 2227  | 176.353    | 54.484    |
| 2228  | 137.485    | 54.606    |
| 2229  | 130.469    | 54.729    |
| 2230  | 49.942     | 54.852    |
| 2231  | 62.358     | 54.976    |
| 2232  | 168.808    | 55.101    |
| 2233  | 113.671    | 55.226    |
| 2234  | 197.782    | 55.351    |
| 2235  | 148.274    | 55.477    |
| 2236  | 36.843     | 55.604    |
| 2237  | 161.236    | 55.731    |
| 2238  | 129.758    | 55.859    |
| 2239  | 148.778    | 55.987    |
| 2240  | 137.78     | 56.117    |
| 2241  | 103.326    | 56.246    |
| 2242  | 139.932    | 56.376    |
| 2243  | 109.216    | 56.507    |
| 2244  | 156.705    | 56.638    |
| 2245  | 158.451    | 56.77     |
| 2246  | 26.092     | 56.902    |
| 2247  | 120.562    | 57.035    |
| 2248  | 94.82      | 57.169    |
| 2249  | 108.333    | 57.303    |
| 2250  | 211.088    | 57.437    |
| 2251  | 105.506    | 57.572    |
| 2252  | 70.877     | 57.708    |
| 2253  | 154.818    | 57.844    |
| 2254  | 119.49     | 57.981    |
| 2255  | 164.015    | 58.118    |
| 2256  | 128.563    | 58.256    |
| 2257  | 161.723    | 58.395    |
| 2258  | 49.428     | 58.534    |
| 2259  | 83.625     | 58.673    |
| 2260  | 108.657    | 58.814    |
| 2261  | 183.415    | 58.954    |
| 2262  | 69.394     | 59.096    |
| 2263  | 215.794    | 59.237    |
| 2264  | 136.236    | 59.38     |
| 2265  | 53.496     | 59.523    |
| 2266  | 72.308     | 59.666    |
| 2267  | 80.857     | 59.81     |
| 2268  | 74.24      | 59.955    |
| 2269  | 153.293    | 60.1      |
| 2270  | 157.056    | 60.245    |
| 2271  | 68.197     | 60.391    |
| 2272  | 125.424    | 60.538    |
| 2273  | 148.893    | 60.686    |
| 2274  | 64.449     | 60.833    |
| 2275  | 203.594    | 60.982    |
| 2276  | 68.526     | 61.131    |
| 2277  | 63.9       | 61.28     |
| 2278  | 165.944    | 61.43     |
| 2279  | 54.683     | 61.58     |
| 2280  | 154.578    | 61.731    |
| 2281  | 118.67     | 61.883    |
| 2282  | 219.097    | 62.035    |
| 2283  | 76.836     | 62.188    |
| 2284  | 55.727     | 62.341    |
| 2285  | 164.779    | 62.495    |
| 2286  | 75.894     | 62.649    |
| 2287  | 105.593    | 62.804    |
| 2288  | 118.226    | 62.959    |
| 2289  | 74.429     | 63.115    |
| 2290  | 89.426     | 63.271    |
| 2291  | 165.168    | 63.428    |
| 2292  | 119.063    | 63.585    |
| 2293  | 139.198    | 63.743    |
| 2294  | 140.553    | 63.902    |
| 2295  | 127.878    | 64.061    |
| 2296  | 102.424    | 64.22     |
| 2297  | 71.137     | 64.38     |
| 2298  | 147.13     | 64.54     |
| 2299  | 109.311    | 64.702    |
| 2300  | 112.922    | 64.863    |
| 2301  | 251.335    | 65.025    |
| 2302  | 16.235     | 65.188    |
| 2303  | 88.96      | 65.351    |
| 2304  | 175.256    | 65.514    |
| 2305  | -21.878    | 65.678    |
| 2306  | 129.774    | 65.843    |
| 2307  | 157.562    | 66.008    |
| 2308  | 111.986    | 66.174    |
| 2309  | 98.578     | 66.34     |
| 2310  | 78.968     | 66.506    |
| 2311  | -27.323    | 66.673    |
| 2312  | 88.742     | 66.841    |
| 2313  | 157.46     | 67.009    |
| 2314  | 101.01     | 67.177    |
| 2315  | 105.206    | 67.346    |
| 2316  | 73.908     | 67.515    |
| 2317  | 109.52     | 67.686    |
| 2318  | 232.997    | 67.856    |
| 2319  | 120.791    | 68.027    |
| 2320  | 76.258     | 68.198    |
| 2321  | 51.081     | 68.371    |
| 2322  | 123.387    | 68.543    |
| 2323  | 111.086    | 68.717    |
| 2324  | 58.328     | 68.89     |
| 2325  | 73.717     | 69.064    |
| 2326  | 136.176    | 69.239    |
| 2327  | 26.795     | 69.414    |
| 2328  | 138.319    | 69.59     |
| 2329  | 84.019     | 69.766    |
| 2330  | 246.781    | 69.943    |
| 2331  | 160.442    | 70.12     |
| 2332  | 20.204     | 70.297    |
| 2333  | 86.908     | 70.475    |
| 2334  | 131.829    | 70.654    |
| 2335  | 220.979    | 70.833    |
| 2336  | 52.733     | 71.012    |
| 2337  | 117.654    | 71.192    |
| 2338  | 92.059     | 71.373    |
| 2339  | 231.487    | 71.554    |
| 2340  | -8.453     | 71.735    |
| 2341  | 139.509    | 71.917    |
| 2342  | 123.035    | 72.099    |
| 2343  | 110.854    | 72.282    |
| 2344  | 128.928    | 72.465    |
| 2345  | 59.288     | 72.649    |
| 2346  | 207.193    | 72.834    |
| 2347  | 207.43     | 73.019    |
| 2348  | 94.578     | 73.204    |
| 2349  | 116.866    | 73.39     |
| 2350  | 164.731    | 73.576    |
| 2351  | 95.055     | 73.763    |
| 2352  | 81.74      | 73.95     |
| 2353  | 138.278    | 74.138    |
| 2354  | 126.859    | 74.326    |
| 2355  | 201.348    | 74.515    |
| 2356  | 127.52     | 74.704    |
| 2357  | 213.163    | 74.894    |
| 2358  | 106.303    | 75.084    |
| 2359  | 25.819     | 75.274    |
| 2360  | -40.576    | 75.465    |
| 2361  | 251.831    | 75.658    |
| 2362  | 101.217    | 75.85     |
| 2363  | 108.123    | 76.043    |
| 2364  | 168.723    | 76.236    |
| 2365  | 30.872     | 76.43     |
| 2366  | 9.741      | 76.624    |
| 2367  | 35.335     | 76.819    |
| 2368  | 153.96     | 77.014    |
| 2369  | 105.252    | 77.21     |
| 2370  | 55.905     | 77.406    |
| 2371  | 166.321    | 77.603    |
| 2372  | -55.098    | 77.8      |
| 2373  | 197.355    | 77.998    |
| 2374  | 222.724    | 78.196    |
| 2375  | 30.658     | 78.395    |
| 2376  | 59.234     | 78.594    |
| 2377  | 327.355    | 78.795    |
| 2378  | 131.205    | 78.994    |
| 2379  | 68.553     | 79.196    |
| 2380  | 227.991    | 79.397    |
| 2381  | 217.888    | 79.599    |
| 2382  | 171.561    | 79.801    |
| 2383  | 184.588    | 80.004    |
| 2384  | 209.169    | 80.208    |
| 2385  | 146.673    | 80.411    |
| 2386  | -62.305    | 80.614    |
| 2387  | 85.25      | 80.821    |
| 2388  | 142.082    | 81.025    |
| 2389  | 83.361     | 81.233    |
| 2390  | 111.667    | 81.438    |
| 2391  | 0.645      | 81.647    |
| 2392  | -92.097    | 81.855    |
| 2393  | 121.662    | 82.063    |
| 2394  | 83.228     | 82.272    |
| 2395  | 45.005     | 82.481    |
| 2396  | 129.371    | 82.691    |
| 2397  | 148.375    | 82.902    |
| 2398  | 210.141    | 83.113    |
| 2399  | 55.324     | 83.325    |
| 2400  | 71.891     | 83.537    |
| 2401  | 80.708     | 83.75     |
| 2402  | 156.943    | 83.961    |
| 2403  | 67.311     | 84.177    |
| 2404  | 151.428    | 84.39     |
| 2405  | 137.141    | 84.606    |
| 2406  | 90.466     | 84.821    |
| 2407  | 138.247    | 85.038    |
| 2408  | 239.4      | 85.254    |
| 2409  | 84.853     | 85.471    |
| 2410  | 110.793    | 85.689    |
| 2411  | 40.606     | 85.907    |
| 2412  | 152.843    | 86.126    |
| 2413  | 27.485     | 86.346    |
| 2414  | 62.409     | 86.565    |
| 2415  | 46.557     | 86.787    |
| 2416  | 117.164    | 87.007    |
| 2417  | 181.485    | 87.229    |
| 2418  | 17.888     | 87.451    |
| 2419  | 23.272     | 87.675    |
| 2420  | 248.823    | 87.899    |
| 2421  | -92.623    | 88.124    |
| 2422  | -22.911    | 88.35     |
| 2423  | 202.539    | 88.576    |
| 2424  | 165.465    | 88.802    |
| 2425  | 39.14      | 89.029    |
| 2426  | -30.645    | 89.257    |
| 2427  | -9.032     | 89.485    |
| 2428  | 40.128     | 89.713    |
| 2429  | 98.052     | 89.943    |
| 2430  | -12.433    | 90.173    |
| 2431  | 354.855    | 90.404    |
| 2432  | 94.542     | 90.635    |
| 2433  | -3.73      | 90.867    |
| 2434  | -45.141    | 91.1      |
| 2435  | 121.825    | 91.333    |
| 2436  | 309.458    | 91.567    |
| 2437  | -39.671    | 91.801    |
| 2438  | -104.173   | 92.036    |
| 2439  | 245.1      | 92.273    |
| 2440  | 177.08     | 92.509    |
| 2441  | 25.706     | 92.746    |
| 2442  | 130.154    | 92.984    |
| 2443  | 38.69      | 93.223    |
| 2444  | -11.98     | 93.462    |
| 2445  | 250.934    | 93.702    |
| 2446  | -75.135    | 93.943    |
| 2447  | 148.704    | 94.184    |
| 2448  | 156.723    | 94.426    |
| 2449  | 195.45     | 94.669    |
| 2450  | 265.954    | 94.912    |
| 2451  | 219.72     | 95.156    |
| 2452  | 68.589     | 95.401    |
| 2453  | 108.884    | 95.647    |
| 2454  | -62.498    | 95.892    |
| 2455  | 66.742     | 96.14     |
| 2456  | -37.26     | 96.387    |
| 2457  | 41.676     | 96.636    |
| 2458  | 200.915    | 96.885    |
| 2459  | 97.789     | 97.135    |
| 2460  | 111.643    | 97.386    |
| 2461  | 27.419     | 97.636    |
| 2462  | 64.204     | 97.889    |
| 2463  | 83.201     | 98.141    |
| 2464  | 120.148    | 98.394    |
| 2465  | 87.619     | 98.647    |
| 2466  | 83.724     | 98.904    |
| 2467  | -119.347   | 99.16     |
| 2468  | 19.401     | 99.416    |
| 2469  | 179.314    | 99.673    |
| 2470  | 165.683    | 99.932    |
| 2471  | 135.613    | 100.191   |
| 2472  | 84.934     | 100.45    |
| 2473  | 22.89      | 100.71    |
| 2474  | -77.64     | 100.97    |
| 2475  | 26.584     | 101.232   |
| 2476  | 178.388    | 101.496   |
| 2477  | -78.247    | 101.759   |
| 2478  | 88.6       | 102.024   |
| 2479  | -60.829    | 102.289   |
| 2480  | 177.716    | 102.553   |
| 2481  | 100.658    | 102.821   |
| 2482  | 13.083     | 103.088   |
| 2483  | 257.276    | 103.356   |
| 2484  | 6.785      | 103.623   |
| 2485  | 169.408    | 103.895   |
| 2486  | 51.243     | 104.166   |
| 2487  | -8.872     | 104.436   |
| 2488  | 79.394     | 104.71    |
| 2489  | 203.31     | 104.983   |
| 2490  | -8.46      | 105.256   |
| 2491  | 98.6       | 105.532   |
| 2492  | 55.518     | 105.806   |
| 2493  | 90.728     | 106.079   |
| 2494  | 129.96     | 106.359   |
| 2495  | 60.412     | 106.638   |
| 2496  | -40.123    | 106.918   |
| 2497  | -51.484    | 107.196   |
| 2498  | 181.522    | 107.478   |
| 2499  | -80.525    | 107.759   |
| 2500  | 352.834    | 108.041   |
| 2501  | -42.747    | 108.325   |
| 2502  | 163.487    | 108.608   |
| 2503  | 208.812    | 108.893   |
| 2504  | 205.011    | 109.179   |
| 2505  | 66.652     | 109.466   |
| 2506  | -162.622   | 109.753   |
| 2507  | -73.423    | 110.069   |
| 2508  | 62.343     | 110.359   |
+-------+------------+-----------+
